epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc,val_precision,val_recall,val_f1_score,val_roc_auc,test_precision,test_recall,test_f1_score,test_roc_auc,epoch_seconds
1,0.9045077007914346,0.7321949310876705,0.717655924183351,0.6323412698412698,0.7074074074074074,0.7287037037037037,0.6246382870588456,0.6323412698412698,0.62442879413835,0.8489024838330395,0.7007192203338042,0.7074074074074074,0.6994703376963562,0.9035133744855968,0.7259603877447529,0.7287037037037037,0.7209566004202751,0.9094318701417468,52.21280779999506
2,0.757661216315769,0.6215860793436015,0.6222545451036205,0.6986111111111111,0.7435185185185185,0.7601851851851852,0.6921766523050148,0.6986111111111111,0.693836595117752,0.8905709614092552,0.7441503661730118,0.7435185185185185,0.7239693727409932,0.9325903063557385,0.765831419183698,0.7601851851851852,0.7384336514550996,0.9330704160951073,52.097257700006594
3,0.6659868757876138,0.603769835912519,0.6055863642582187,0.7345238095238096,0.7759259259259259,0.7805555555555556,0.730647137736095,0.7345238095238096,0.7313384817846611,0.9144042370034434,0.8051575911259241,0.7759259259259259,0.774640142058763,0.9442146776406035,0.8034946108008703,0.7805555555555556,0.7789701985054133,0.9428840877914951,51.915211100000306
4,0.5983018037818727,0.7241476648107723,0.712586251453117,0.7682539682539683,0.6712962962962963,0.6842592592592592,0.7681338308082375,0.7682539682539683,0.7665300144442444,0.9290302973041068,0.7631164420242788,0.6712962962962963,0.6496628280977474,0.9459487882944673,0.7725206589569342,0.6842592592592592,0.6622663162305896,0.9467935528120712,51.47124810000241
5,0.5649533634147946,0.8986401957218294,0.9045390228982325,0.7880952380952381,0.6388888888888888,0.6287037037037037,0.7900026120099262,0.7880952380952381,0.7862569633251515,0.9367479476358443,0.7527673257846215,0.6388888888888888,0.6168633721717323,0.9124085505258344,0.7414019362627687,0.6287037037037037,0.6070703713667609,0.9103772290809328,51.66971159999957
6,0.5241073999139998,0.5585658203948427,0.5558422629342035,0.8033730158730159,0.7851851851851852,0.775,0.8060790862383438,0.8033730158730159,0.801960552983302,0.9436502687494751,0.792391297639543,0.7851851851851852,0.7733307171304173,0.9566266575217193,0.7836451175406872,0.775,0.7637057711881899,0.9541175125743027,51.534753400002955
7,0.4874511834174868,0.8914612030403481,0.8935325881121335,0.8196428571428571,0.6425925925925926,0.6583333333333333,0.8225669898046236,0.8196428571428571,0.818399770406931,0.9501775478710002,0.7400445642283954,0.6425925925925926,0.6256491079635602,0.9217924096936443,0.7582932814660576,0.6583333333333333,0.6446382600581562,0.9206881572930956,51.50894480000716
8,0.4879003830372341,0.5301562344586408,0.5201102463873448,0.8168650793650793,0.8222222222222222,0.8324074074074074,0.8212593097063989,0.8168650793650793,0.8160646350184672,0.950921857940707,0.8417441670077773,0.8222222222222222,0.8265865534194501,0.9618621399176955,0.8533045013404411,0.8324074074074074,0.8362574426932243,0.9643301326017376,51.39242459999514
9,0.4610765902768998,0.7216215425067478,0.7554387629515043,0.8297619047619048,0.7277777777777777,0.7240740740740741,0.8332358996247801,0.8297619047619048,0.8293549163714655,0.956511374611573,0.7760008715976424,0.7277777777777777,0.7215805235468551,0.9488545953360769,0.768150711418273,0.7240740740740741,0.7172066657942129,0.9448651120256057,52.84675789999892
10,0.4464498468571239,0.4731218696054485,0.4723992089982386,0.8363095238095238,0.8157407407407408,0.8203703703703704,0.8383060378426834,0.8363095238095238,0.8353960409867074,0.9583260896951372,0.8329859209501775,0.8157407407407408,0.8121017938536401,0.9623125285779608,0.8356014011215689,0.8203703703703704,0.8154841380322668,0.9631229995427527,51.65474469999026
11,0.43750883754756714,0.36421818088878083,0.3892979794078403,0.8378968253968254,0.8629629629629629,0.8592592592592593,0.8394729992803807,0.8378968253968254,0.8372693301454893,0.9601605148232134,0.8685031853684586,0.8629629629629629,0.8617704706054715,0.9746467764060357,0.8650998173117458,0.8592592592592593,0.8572252603246197,0.9727663465935071,51.46032450000348
12,0.4139037966136895,0.3577561500723715,0.3936659108157511,0.8488095238095238,0.8685185185185185,0.8555555555555555,0.8520365417140092,0.8488095238095238,0.8488118814657848,0.9644930503065424,0.8677073145820249,0.8685185185185185,0.8677899013416475,0.9726428898033835,0.8548136914603087,0.8555555555555555,0.8546778494455745,0.9678863740283494,51.419188400002895
13,0.40062554812147505,0.49040059739447855,0.48855822263802917,0.8535714285714285,0.8435185185185186,0.8231481481481482,0.8555923000870598,0.8535714285714285,0.8532829762249549,0.9663909884941632,0.8569359040818226,0.8435185185185186,0.8410294635060132,0.9764974851394604,0.838558873634814,0.8231481481481482,0.8182513278561041,0.9766358024691358,51.37653729999147
14,0.378916525012917,0.35371735969696333,0.34403659417121496,0.8623015873015873,0.8694444444444445,0.875,0.8642360005662661,0.8623015873015873,0.8622086208765185,0.9691391618375746,0.8751290031255318,0.8694444444444445,0.8668598316325813,0.9807658893461362,0.8773297765921197,0.875,0.8730054003009372,0.9802423411065387,51.48145709998789
15,0.3742045634322696,0.35674044012471484,0.35411142706871035,0.8682539682539683,0.8814814814814815,0.8814814814814815,0.8706007735180236,0.8682539682539683,0.8681788176028644,0.970800107079869,0.8917066071201242,0.8814814814814815,0.8815234645908141,0.9774725651577504,0.889997518635921,0.8814814814814815,0.8814329775601013,0.9768678555098307,51.79940089999582
