epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc,val_precision,val_recall,val_f1_score,val_roc_auc,test_precision,test_recall,test_f1_score,test_roc_auc,epoch_seconds
1,1.1998961227280753,1.1077370171193723,1.1094344880845812,0.4513888888888889,0.5175925925925926,0.49444444444444446,0.43598692262644667,0.4513888888888889,0.43649348864491877,0.702557634164777,0.40749716641134853,0.5175925925925926,0.45137567534364836,0.781111111111111,0.3935979341295156,0.49444444444444446,0.4330531287371159,0.7691860996799268,45.70094369999424
2,1.1109276847233849,1.0323560176072297,1.0288893205148202,0.523015873015873,0.5638888888888889,0.5407407407407407,0.5164941080217156,0.523015873015873,0.5151081258694129,0.7599034706475183,0.6210450189150452,0.5638888888888889,0.5523477036090476,0.850725880201189,0.6112530063766514,0.5407407407407407,0.5268335760397598,0.8436671239140375,45.867878000004566
3,1.0031038422433156,0.8931051881225021,0.8886913308390865,0.593452380952381,0.6574074074074074,0.6453703703703704,0.5947702310461158,0.593452380952381,0.5922291703219722,0.8168913769211388,0.6909717632431017,0.6574074074074074,0.6500263510581635,0.8774885688157293,0.6796873272446103,0.6453703703703704,0.6346750729104683,0.8805818472793782,46.02032820000022
4,0.867454244125457,0.8055593842709506,0.7918264876913141,0.6573412698412698,0.6972222222222222,0.7,0.6554293447061675,0.6573412698412698,0.6541247335112906,0.8627542097085747,0.7079398755289315,0.6972222222222222,0.6841427253326451,0.8999222679469593,0.7080638265491049,0.7,0.6869910771547403,0.8987585733882031,46.04492800000298
5,0.7950438476744153,0.7684448755449719,0.7742925692487646,0.6930555555555555,0.7166666666666667,0.7083333333333334,0.6919905127620747,0.6930555555555555,0.6903646619068982,0.8845090597967582,0.7226885333023451,0.7166666666666667,0.704235693714486,0.9083219021490625,0.7169216332604944,0.7083333333333334,0.694624878969197,0.9034853680841334,45.84685229999013
6,0.7503709145954677,0.6599275359400997,0.6627636825596844,0.7136904761904762,0.7509259259259259,0.7601851851851852,0.712454365655942,0.7136904761904762,0.7105380648166182,0.8959447173931301,0.7549903920594137,0.7509259259259259,0.7470106595982685,0.9196479195244627,0.7649670521095351,0.7601851851851852,0.75540025897306,0.9190512117055327,45.205506999991485
7,0.7317713302279275,0.7717028545008765,0.7855838200560322,0.7246031746031746,0.6990740740740741,0.6953703703703704,0.7236118830102843,0.7246031746031746,0.7220618759997974,0.9007339695137314,0.7189427757898843,0.6990740740740741,0.6945045605318866,0.9082167352537723,0.714710061428983,0.6953703703703704,0.6859659789925444,0.9119067215363512,45.944934700004524
8,0.6851268220515478,0.6935799539089202,0.6770088135092347,0.7438492063492064,0.7324074074074074,0.75,0.742355812029234,0.7438492063492064,0.7408897625074623,0.9126238242210465,0.7474780965156987,0.7324074074074074,0.723413854819662,0.9234116369455876,0.7616237005631473,0.75,0.7421649417636474,0.9246936442615454,45.93034009999246
9,0.675351186498763,0.5990990815339265,0.5892701424934246,0.741468253968254,0.7787037037037037,0.7833333333333333,0.7415999743912419,0.741468253968254,0.739983965395069,0.914515306122449,0.7898565072227547,0.7787037037037037,0.776439926871841,0.9324428440786465,0.7957146480779221,0.7833333333333333,0.7820444652163806,0.9382167352537722,45.92341130001296
10,0.6582913966879013,0.6480964295290135,0.6677098450837312,0.7531746031746032,0.7481481481481481,0.7398148148148148,0.7533818907428408,0.7531746031746032,0.7518123501167441,0.9182283530696229,0.7646338762070436,0.7481481481481481,0.739810626953484,0.9309476451760403,0.7618010100616446,0.7398148148148148,0.7307632591248484,0.9301931870141746,45.9986923999968
11,0.6361461518302797,0.6061295264297062,0.5952186954242212,0.7640873015873015,0.7787037037037037,0.7648148148148148,0.764007946857165,0.7640873015873015,0.7624157803077116,0.9230503590325019,0.800052050697212,0.7787037037037037,0.7723988484282602,0.9327777777777778,0.7866493011227017,0.7648148148148148,0.7560876421793636,0.9344467306812986,46.200540000005276
12,0.5989776283502579,0.5383119245370229,0.516436658082185,0.7757936507936508,0.8064814814814815,0.8064814814814815,0.7755661883344267,0.7757936507936508,0.7741503508305981,0.9306436077517427,0.8163502880108272,0.8064814814814815,0.805913618562441,0.9439540466392318,0.8155565962143635,0.8064814814814815,0.8055422405472009,0.9492695473251029,46.111752500000875
13,0.5833302504959561,0.5424139976501465,0.5483714595988944,0.7825396825396825,0.8018518518518518,0.7907407407407407,0.7833844587984914,0.7825396825396825,0.7815235645360773,0.9342373183841438,0.8190931575380198,0.8018518518518518,0.8035140348365065,0.943593964334705,0.8078394277291336,0.7907407407407407,0.7912088097832162,0.9472965249199817,45.986530000009225
14,0.5558565985115748,0.5031930800941256,0.4962926764179159,0.7930555555555555,0.8046296296296296,0.8037037037037037,0.7936159157990538,0.7930555555555555,0.7918481494583974,0.9392518056605359,0.8106864711079464,0.8046296296296296,0.8037138324670074,0.9498571101966164,0.8084459978742772,0.8037037037037037,0.8010335226031884,0.9539186099679926,45.83192620000045
15,0.5372439411424456,0.5053446426435754,0.5207917896133882,0.799404761904762,0.8074074074074075,0.799074074074074,0.799881495995711,0.799404761904762,0.7982684799772943,0.942940129755606,0.818702625462872,0.8074074074074075,0.8035273954749244,0.9530704160951075,0.8098794656372995,0.799074074074074,0.7943339415276814,0.9527629172382258,46.23765429999912
