epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc,val_precision,val_recall,val_f1_score,val_roc_auc,test_precision,test_recall,test_f1_score,test_roc_auc,epoch_seconds
1,0.9191839345863887,0.7284151946504911,0.7656631023795516,0.6194444444444445,0.7083333333333334,0.6907407407407408,0.6132921084037701,0.6194444444444445,0.6092736884882815,0.8447720091122868,0.7178594330729423,0.7083333333333334,0.6835930629759732,0.9080109739368998,0.7048262471786207,0.6907407407407408,0.6745685898938669,0.9012414266117971,51.86668649999774
2,0.7535984099857391,0.9283384479858258,0.9302288748599865,0.6976190476190476,0.6518518518518519,0.6851851851851852,0.6912949218458433,0.6976190476190476,0.6928442197441461,0.8920648043167885,0.6999261453052406,0.6518518518518519,0.6528788938464412,0.9021925011431183,0.7258888577577681,0.6851851851851852,0.6852629765079497,0.9062459990855053,51.75321179999446
3,0.6822124164255838,2.0947072668208016,2.0625137626572894,0.7353174603174604,0.40555555555555556,0.40925925925925927,0.729757011725019,0.7353174603174604,0.7309296871570486,0.9105797535063408,0.4616223173803812,0.40555555555555556,0.3163653794516598,0.6513877457704619,0.4700722991899463,0.40925925925925927,0.31802658350438495,0.6636271147690901,52.007689799997024
4,0.6125634760610641,0.8506485751933521,0.8650271466484776,0.7666666666666667,0.6694444444444444,0.674074074074074,0.7630269183389587,0.7666666666666667,0.7632949174983372,0.927012366675065,0.7362357542141525,0.6694444444444444,0.649907325076566,0.9057704618198444,0.7576756075766571,0.674074074074074,0.6535262549664278,0.9057064471879286,54.39931130000332
5,0.5087077650758955,0.44451958305305905,0.4361387423343129,0.808531746031746,0.8416666666666667,0.8388888888888889,0.8081957552508743,0.808531746031746,0.8069585342348997,0.9484790984294954,0.8465476747558808,0.8416666666666667,0.8401793012869518,0.9576828989483311,0.8493548506371097,0.8388888888888889,0.8384300922835725,0.9608756287151348,53.405021400001715
6,0.4788207350742249,0.45163835651344725,0.43279119437491453,0.8269841269841269,0.8379629629629629,0.85,0.8275277836630233,0.8269841269841269,0.8256346623223224,0.9533354854287394,0.8505552194836857,0.8379629629629629,0.8357741209400008,0.9588671696387745,0.8616022647333929,0.85,0.8474202863017585,0.9620679012345679,51.64191160000337
7,0.44344097453923453,0.5976277021898164,0.5670997339266318,0.8382936507936508,0.7768518518518519,0.7888888888888889,0.8403762757146217,0.8382936507936508,0.8376965724590787,0.959364134542706,0.8101031321588128,0.7768518518518519,0.7833426646882973,0.9519570187471421,0.8193460615992372,0.7888888888888889,0.7943672837101662,0.9569467306812987,52.23125280000386
8,0.440860295319368,0.4376542048873725,0.4601847655243344,0.8402777777777778,0.8342592592592593,0.8398148148148148,0.8421144907227491,0.8402777777777778,0.8397236755852082,0.9599715765936003,0.8527225063322726,0.8342592592592593,0.8351705762687852,0.9653509373571103,0.8639131670128204,0.8398148148148148,0.8395870069025515,0.9625022862368543,52.264253500005
9,0.4296455399148048,0.36343052365161754,0.3460356363543758,0.8436507936507937,0.8685185185185185,0.875,0.8450069526435998,0.8436507936507937,0.843099840766252,0.9615420026035106,0.874060881714047,0.8685185185185185,0.8676258038049125,0.970347508001829,0.8878251695382389,0.875,0.8742675030915192,0.9740317786922724,52.14184430000023
10,0.3936438557292734,0.41667775682829045,0.42192850986288655,0.8630952380952381,0.85,0.8472222222222222,0.8638410218271707,0.8630952380952381,0.8624363208390833,0.9676375241454606,0.8571513631436767,0.85,0.8452314620396344,0.9729858253315044,0.8583148606131261,0.8472222222222222,0.8437314433974655,0.9725308641975308,52.3783540000004
11,0.38191688636702203,0.4984289938652957,0.4705140441621619,0.8615079365079366,0.8194444444444444,0.8296296296296296,0.8632655287264798,0.8615079365079366,0.8614431816917533,0.96951929537247,0.8281650925177547,0.8194444444444444,0.8174930552067483,0.96705532693187,0.836129286780298,0.8296296296296296,0.8298502870191754,0.9675400091449475,52.174957299997914
12,0.37393345362137237,0.33641842565050833,0.3270467845102151,0.8678571428571429,0.875,0.8898148148148148,0.8690762704571474,0.8678571428571429,0.8676307295858815,0.9705112013941379,0.8811923293481229,0.875,0.8734958083497737,0.978988340192044,0.8958351313217258,0.8898148148148148,0.888675676877521,0.9803566529492455,53.10155049999594
13,0.3500026343479043,0.3493902488163224,0.35166125131977927,0.8708333333333333,0.8666666666666667,0.8731481481481481,0.8717936632481623,0.8708333333333333,0.8706943865143447,0.9744785367850844,0.8741433765779064,0.8666666666666667,0.8649955132530832,0.9762677183356195,0.8837661138236587,0.8731481481481481,0.8719230970053339,0.9764037494284409,51.4122989000025
14,0.34472404567022175,0.38428346731320573,0.36844594793187246,0.8823412698412698,0.8527777777777777,0.8648148148148148,0.8838790031806308,0.8823412698412698,0.8823288758048058,0.9747323003275383,0.8726037109251575,0.8527777777777777,0.8546756728237425,0.9793964334705078,0.8833299141002517,0.8648148148148148,0.8664106270487939,0.9819650205761316,50.83204900000419
15,0.324442191138154,0.31268454825988523,0.3054780810795448,0.8869047619047619,0.8953703703703704,0.8851851851851852,0.887408740084886,0.8869047619047619,0.8865953698438014,0.9777897455278408,0.8988844933579987,0.8953703703703704,0.8945564934267547,0.9827286236854137,0.8892251510926011,0.8851851851851852,0.8846345970863057,0.9824725651577503,50.61679510000977
