epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc,val_precision,val_recall,val_f1_score,val_roc_auc,test_precision,test_recall,test_f1_score,test_roc_auc,epoch_seconds
1,0.8977111762478238,0.9935861530127349,0.9715359950507129,0.6275793650793651,0.5388888888888889,0.5546296296296296,0.6202512833183772,0.6275793650793651,0.621051771420957,0.8504155118837657,0.702946577583179,0.5388888888888889,0.48185078126523856,0.8916780978509373,0.7253059198954721,0.5546296296296296,0.49176264299851125,0.8979355281207132,51.30412850000721
2,0.763938215611473,1.2007620455766166,1.191224845636774,0.6865079365079365,0.4962962962962963,0.49444444444444446,0.679180550029168,0.6865079365079365,0.6810321899249621,0.8887411816578483,0.7092299004838225,0.4962962962962963,0.4538883123022918,0.867087334247828,0.6881333271974798,0.49444444444444446,0.4463131808105663,0.868708276177412,51.18092980000074
3,0.7032320343312763,1.2350709252887302,1.2112222095330556,0.7115079365079365,0.6444444444444445,0.6370370370370371,0.7048518322494004,0.7115079365079365,0.7061183493157144,0.9038276066599478,0.7291740958924355,0.6444444444444445,0.6510507409928686,0.89880658436214,0.7306696955237854,0.6370370370370371,0.6413703604972814,0.9033481938728852,50.81853420000698
4,0.6263051634270047,0.457570324562214,0.4353755126396815,0.7601190476190476,0.825,0.8388888888888889,0.7596461156297938,0.7601190476190476,0.7579132978979041,0.9233096077937348,0.8262506275043779,0.825,0.8243241774535462,0.956970736168267,0.8387791271321602,0.8388888888888889,0.8372607967013334,0.960280064014632,50.97035790000518
5,0.5696376599016644,1.4197950387166607,1.4418132081075952,0.7849206349206349,0.3851851851851852,0.37777777777777777,0.7852299412223376,0.7849206349206349,0.7833473779510326,0.9359863945578232,0.5422629561452016,0.3851851851851852,0.3147326011577993,0.814983996342021,0.5392981492041844,0.37777777777777777,0.3053593504862193,0.8093930041152263,51.037688699987484
6,0.5288424046739699,0.6581131728986899,0.7021336338586277,0.7998015873015873,0.7462962962962963,0.7166666666666667,0.8019602701995131,0.7998015873015873,0.7983133348115431,0.9436944129503654,0.7961037000439174,0.7462962962962963,0.7315544039215469,0.9529915409236396,0.7807297078580827,0.7166666666666667,0.69745868636106,0.9501611796982169,51.114082999993116
7,0.491229982272027,0.41901804818599314,0.43927251591726585,0.814484126984127,0.8527777777777777,0.8527777777777777,0.817035857669782,0.814484126984127,0.8134333912230267,0.9510948916603678,0.8601401268601205,0.8527777777777777,0.8532425524025116,0.9672530864197532,0.8628681975884364,0.8527777777777777,0.8536392114410988,0.9656801554641062,50.89103810000233
8,0.4583761912962747,0.7760727536623124,0.7893756267649156,0.8299603174603175,0.6601851851851852,0.6712962962962963,0.832774672971113,0.8299603174603175,0.8298106048536549,0.9567033047787015,0.7351091916676821,0.6601851851851852,0.6320510256057403,0.9321822130772748,0.7414247755380077,0.6712962962962963,0.6474202011664589,0.9322005029721079,50.88575010000204
9,0.4587742421598662,0.3846475757934429,0.39179037472716083,0.8317460317460318,0.8518518518518519,0.8629629629629629,0.8355990180327193,0.8317460317460318,0.8314440335213079,0.9572437956664147,0.8699914271746039,0.8518518518518519,0.8559325095306439,0.9723068129858253,0.8769342729183578,0.8629629629629629,0.8657000362024413,0.9709545038866026,50.821159400002216
10,0.4327779502622665,0.42197342029324286,0.4547335289625658,0.8410714285714286,0.8361111111111111,0.8351851851851851,0.844949614565911,0.8410714285714286,0.8408260739837629,0.9609673143948937,0.8389384791307823,0.8361111111111111,0.8313625334630662,0.9709990855052583,0.8394958450665704,0.8351851851851851,0.830241232580684,0.9661031092821217,50.78903060000448
11,0.41337563357655965,0.3855532807056551,0.409632568999573,0.8436507936507937,0.8527777777777777,0.8481481481481481,0.8464549208720665,0.8436507936507937,0.8434790465438485,0.9641583732258336,0.8661804975401466,0.8527777777777777,0.8511295953812222,0.97322930955647,0.8607825009441641,0.8481481481481481,0.8466599406309739,0.9697439414723367,51.127291500000865
12,0.4146501808412491,0.4361076111594836,0.44483015267178416,0.8436507936507937,0.8324074074074074,0.8231481481481482,0.8466878119674862,0.8436507936507937,0.84362836365779,0.9646751648190139,0.8386232400086073,0.8324074074074074,0.83193384938114,0.9677926383173295,0.8265491209403658,0.8231481481481482,0.8223606997291207,0.9666186556927299,50.84902220001095
13,0.36723937237310034,0.32330604873045726,0.3097228333629944,0.8652777777777778,0.8870370370370371,0.8953703703703704,0.8675624800333814,0.8652777777777778,0.8652310882848254,0.9711138930880994,0.9032950313466278,0.8870370370370371,0.888897274211336,0.983177869227252,0.9082846115405729,0.8953703703703704,0.8964898317726054,0.9830006858710565,51.0755269999936
14,0.3314657244417403,0.2838697804517492,0.30881081053090315,0.8755952380952381,0.9055555555555556,0.8962962962962963,0.8774718616963367,0.8755952380952381,0.8757551395860123,0.9765842046695222,0.9071166797784087,0.9055555555555556,0.9031778345795338,0.9870679012345679,0.897797215615397,0.8962962962962963,0.8933622455248846,0.9838134430727025,51.06009640000411
15,0.33044696652463507,0.27998157660304396,0.29674305463278733,0.8799603174603174,0.9148148148148149,0.8972222222222223,0.8821922829950105,0.8799603174603174,0.8800936859490643,0.9769029247501468,0.9182820118869741,0.9148148148148149,0.9148187955138993,0.9854000914494742,0.9017764741948949,0.8972222222222223,0.8968646945508166,0.9838054412437128,50.558757999999216
